測定局コード,測定局名称,住所,局種別,地域コード,都道府県コード,市区町村名,SO2測定有無,NO測定有無,NO2測定有無,NOX測定有無,CO測定有無,OX測定有無,NMHC測定有無,CH4測定有無,THC測定有無,SPM測定有無,PM2.5測定有無,SP測定有無,WD測定有無,WS測定有無,TEMP測定有無,HUM測定有無,問い合わせ先
33205010,寺間,笠岡市神島１５５３,一般局,7,33,笠岡市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,岡山県
33205020,茂平,笠岡市茂平２８０,一般局,7,33,笠岡市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,岡山県
33205510,大磯,笠岡市大磯２７２－１１,自排局,7,33,笠岡市,×,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,×,岡山県
33207510,井原,井原市井原町１１１３,一般局,7,33,井原市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,岡山県
33208010,総社,総社市中央２－４－１０３,一般局,7,33,総社市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,岡山県
33209010,高梁,高梁市落合町近似２８６－１,一般局,7,33,高梁市,×,×,×,×,×,◯,×,×,×,×,◯,×,×,◯,×,×,岡山県
33210010,新見,新見市金谷字出原６７１,一般局,7,33,新見市,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,岡山県
33211050,東片上,備前市東片上７０５－２,一般局,7,33,備前市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,岡山県
33211060,三石,備前市三石宿上３９３－３,一般局,7,33,備前市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,岡山県
33211520,伊部,備前市伊部１４１５－２,自排局,7,33,備前市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,岡山県
33213020,熊山,赤磐市釣井２０９－１,一般局,7,33,赤磐市,×,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,岡山県
33215010,美作,美作市北山３８５－１,一般局,7,33,美作市,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,岡山県
33342010,日生,備前市備前市日生町寒河3961-1,一般局,7,33,備前市,×,×,×,×,×,◯,×,×,×,◯,×,×,×,×,×,×,岡山県
33423010,早島,都窪郡早島町前潟２４０,一般局,7,33,都窪郡早島町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,岡山県
33423510,長津,都窪郡早島町大字早島３１０１－７,自排局,7,33,都窪郡早島町,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,岡山県
33441010,船穂,倉敷市船穂町船穂2897,一般局,7,33,倉敷市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,岡山県
33442010,金光,浅口市金光町占見新田751,一般局,7,33,浅口市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,岡山県
33444010,寄島,浅口市寄島町7555-2,一般局,7,33,浅口市,◯,×,×,×,×,◯,×,×,×,◯,×,×,×,×,×,×,岡山県
33503010,真備,倉敷市真備町箭田1769-1,一般局,7,33,倉敷市,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,岡山県
33584510,久世,真庭市目木177-1,自排局,7,33,真庭市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,岡山県
33681010,吉備高原,加賀郡吉備中央町竹部２１６４－３,一般局,7,33,加賀郡吉備中央町,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,岡山県
34102020,福木小学校,広島市東区馬木９－１－２,一般局,7,34,広島市東区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,広島市
34104510,庚午,広島市西区己斐本町３－１３,自排局,7,34,広島市西区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,広島市
34105010,安佐南区役所,広島市安佐南区古市１－３３－１４,一般局,7,34,広島市安佐南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,広島市
34105020,伴小学校,広島市安佐南区沼田町大字伴６１５３,一般局,7,34,広島市安佐南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,広島市
34105510,古市小学校,広島市安佐南区古市２－２１－１,自排局,7,34,広島市安佐南区,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,広島市
34201010,三篠小学校,広島市西区三篠町１－９－２５,一般局,7,34,広島市西区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島市
34201020,皆実小学校,広島市南区皆実町１－１５－３２,一般局,7,34,広島市南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島市
34201250,井口小学校,広島市西区井口２－１３－１,一般局,7,34,広島市西区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島市
34201260,可部小学校,広島市安佐北区可部４－９－１,一般局,7,34,広島市安佐北区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島市
34201510,紙屋町,広島市中区基町１１－１,自排局,7,34,広島市中区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,広島市
34201520,比治山,広島市南区比治山本町１２,自排局,7,34,広島市南区,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,広島市
34202010,明立小学校,呉市伏原２丁目６－３８,一般局,7,34,呉市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,呉市
34202020,宮原小学校,呉市宮原４丁目８－１,一般局,7,34,呉市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,呉市
34202040,白岳小学校,呉市広駅前１丁目６－１,一般局,7,34,呉市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,呉市
34202050,鍋山団地,呉市警固屋１丁目１７２－１６,一般局,7,34,呉市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,呉市
34202510,西畑町,呉市西畑町３３地先,自排局,7,34,呉市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,呉市
34203010,竹原高校,竹原市竹原町３４４４－１,一般局,7,34,竹原市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,広島県
34204150,三原宮浦公園,三原市宮浦２丁目１－１,一般局,7,34,三原市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県
34204520,三原宮沖町,三原市宮沖町１１９－２,自排局,7,34,三原市,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,広島県
34205010,尾道東高校,尾道市東久保町１２－１,一般局,7,34,尾道市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県
34207020,南小学校,福山市明治町４番１号,一般局,7,34,福山市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福山市
34207040,培遠中学校,福山市春日町３丁目１５番１８号,一般局,7,34,福山市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福山市
34207060,向丘中学校,福山市水呑向丘１０７番地,一般局,7,34,福山市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福山市
34207090,曙小学校,福山市曙町５丁目１６番３号,一般局,7,34,福山市,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,福山市
34207310,駅家北小学校,福山市駅家町法成寺６７番地,一般局,7,34,福山市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福山市
34207320,松永小学校,福山市広島県,一般局,7,34,福山市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福山市
34207510,福山市役所,福山市東桜町３番５号,自排局,7,34,福山市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,福山市
34208050,府中市教育センター,府中市元町１－５,一般局,7,34,府中市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県
34209020,三次市十日市町,三次市十日市町１６８－１,一般局,7,34,三次市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県
34211200,大竹油見公園,大竹市油見３丁目１１４３,一般局,7,34,大竹市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県
34212030,東広島西条小学校,東広島市西条中央２丁目１５－１,一般局,7,34,東広島市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県
34304010,海田高校,安芸郡海田町つくも町１－６０,一般局,7,34,安芸郡海田町,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,広島県
34322030,廿日市桂公園,廿日市市桜尾本町,一般局,7,34,廿日市市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県
34369010,北広島町,山県郡北広島町壬生,一般局,7,34,山県郡北広島町,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県
34408010,河内入野,東広島市河内町入野５０４８－１,一般局,7,34,東広島市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県
34427010,大崎小学校,豊田郡大崎上島町中野２０７８,一般局,7,34,豊田郡大崎上島町,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県
34501010,神辺支所,福山市神辺町大字川北１３５６－１,一般局,7,34,福山市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,福山市
35201010,小月局,下関市小月茶屋町２丁目３－５,一般局,7,35,下関市,◯,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,下関市
35201020,長府局,下関市長府亀の甲２丁目２－１,一般局,7,35,下関市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,下関市
35201030,彦島局,下関市彦島迫町５丁目１３－２１,一般局,7,35,下関市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,下関市
35201040,山の田局,下関市山の田本町８－１,一般局,7,35,下関市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,下関市
35201250,豊浦局,下関市豊浦町大字小串９１番３,一般局,7,35,下関市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,下関市
35202020,宇部総合庁舎,宇部市琴芝１丁目1-50,一般局,7,35,宇部市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35202030,岬児童公園,宇部市松山町５丁目9番地,一般局,7,35,宇部市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35202360,厚南市民センター,宇部市厚南中央3丁目1－2,一般局,7,35,宇部市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県
35203010,環境保健センター,山口市大字朝田字蛭田５３５,一般局,7,35,山口市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県
35204010,萩健康福祉センター,萩市江向川添沖田５３１－１,一般局,7,35,萩市,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,山口県
35205010,周南総合庁舎,周南市毛利町二丁目３８,一般局,7,35,周南市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35205030,櫛浜小学校,周南市大字栗屋680,一般局,7,35,周南市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35205040,徳山商工高校,周南市周陽３丁目1-1,一般局,7,35,周南市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35205520,三田川交差点,周南市大字徳山５８１１－７,自排局,7,35,周南市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,山口県
35206010,防府市役所,防府市寿町７番１号,一般局,7,35,防府市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35206050,中関小学校,防府市大字浜方７４６－１,一般局,7,35,防府市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35207030,豊井小学校,下松市大字東豊井１１３４,一般局,7,35,下松市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35207090,下松市役所,下松市大手町３丁目３－３,一般局,7,35,下松市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35208010,麻里布小学校,岩国市山手町1丁目7-60,一般局,7,35,岩国市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35208030,愛宕小学校,岩国市尾津町１丁目１番１１号,一般局,7,35,岩国市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県
35209010,須恵健康公園,山陽小野田市須恵１丁目２番,一般局,7,35,山陽小野田市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県
35209020,竜王中学校,山陽小野田市大字小野田３９２３,一般局,7,35,山陽小野田市,◯,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,山口県
35210020,浅江中学校,光市花園町２丁目１番１号,一般局,7,35,光市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35210040,光高校,光市大字光井６丁目１０－１,一般局,7,35,光市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35211010,長門土木建築事務所,長門市東深川１８７５－１,一般局,7,35,長門市,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,山口県
35212010,柳井市役所,柳井市南町１丁目１０番２号,一般局,7,35,柳井市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県
35213010,美祢さくら公園,美祢市伊佐１２０３４番地１,一般局,7,35,美祢市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35213020,美祢青嶺高校,美祢市大嶺町向原２９９－１,一般局,7,35,美祢市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35214010,浦山送水場,周南市川崎３丁目３番６号,一般局,7,35,周南市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県
35214020,宮の前児童公園,周南市宮の前２丁目,一般局,7,35,周南市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県
35321010,和木コミュニティセンター,玖珂郡和木町大字和木２丁目１５番１号,一般局,7,35,玖珂郡和木町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県
36201010,川内,徳島市川内町竹須賀１５１,一般局,7,36,徳島市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36201030,応神,徳島市応神町吉成字西吉成９１－１,一般局,7,36,徳島市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36201080,徳島,徳島市新蔵町３丁目８０,一般局,7,36,徳島市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
36201110,多家良,徳島市丈六町八万免１４,一般局,7,36,徳島市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,??????
36201510,自排徳島,徳島市新蔵町１丁目６７,自排局,7,36,徳島市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,徳島県
36202010,鳴門,鳴門市撫養町立岩字七枚１２８,一般局,7,36,鳴門市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
36203010,小松島,小松島市堀川町１－２７,一般局,7,36,小松島市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36204010,阿南,阿南市領家町野神３１９,一般局,7,36,阿南市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36204020,大潟,阿南市大潟町２１０－２,一般局,7,36,阿南市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36204030,山口,阿南市桑野町上張１５,一般局,7,36,阿南市,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県
36204040,椿,阿南市椿町浜１４,一般局,7,36,阿南市,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,徳島県
36204050,大野,阿南市下大野町渡り上り２５８,一般局,7,36,阿南市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36204060,宝田,阿南市宝田町中新開６８－１３,一般局,7,36,阿南市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36204070,橘,阿南市橘町豊浜３６－１５,一般局,7,36,阿南市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36204080,福井,阿南市福井町高田１１７－１５,一般局,7,36,阿南市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県
36205010,吉野川,吉野川市鴨島町鴨島106-2,一般局,7,36,吉野川市,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,徳島県
36342010,神山,名西郡神山町神領字西上角25-4,一般局,7,36,名西郡神山町,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,徳島県
36361010,那賀川,阿南市那賀川町黒地７０３－３,一般局,7,36,阿南市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
36362010,羽ノ浦,阿南市羽ノ浦町岩脇字中地１１２－１,一般局,7,36,阿南市,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県
36363010,鷲敷,那賀郡那賀町和喰郷字南川１１９,一般局,7,36,那賀郡那賀町,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,徳島県
36381010,由岐,海部郡美波町西の地字魚呑３４－１,一般局,7,36,海部郡美波町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
36401010,松茂,板野郡松茂町住吉字住吉開拓１８７,一般局,7,36,板野郡松茂町,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県
36402010,北島,板野郡北島町鯛浜字向４３－４,一般局,7,36,板野郡北島町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
36403010,藍住,板野郡藍住町奥野字猪熊１７５－２,一般局,7,36,板野郡藍住町,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県
36461010,脇町,美馬市脇町大字猪尻字建神社下南７３,一般局,7,36,美馬市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
36483010,池田,三好市池田町字マチ2551-1,一般局,7,36,三好市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県
37201010,高松競輪場,高松市福岡町１－４－４６,一般局,7,37,高松市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高松市
37201080,国分寺,高松市国分寺町新居１７１０-１,一般局,7,37,高松市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高松市
37201090,東部運動公園,高松市高松町1336-6,一般局,7,37,高松市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高松市
37201100,南消防署香川分署,高松市香川町東上947-1,一般局,7,37,高松市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,×,×,×,高松市
37201510,栗林公園前,高松市栗林町１－６－２５,自排局,7,37,高松市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,高松市
37201540,高松市役所,高松市番町１－１１－２２,自排局,7,37,高松市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,高松市
37201550,鶴尾コミュニティセンター,高松市田村町３０３－１,自排局,7,37,高松市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,高松市
37202010,丸亀市役所,丸亀市大手町２－３－１,一般局,7,37,丸亀市,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,香川県
37202030,城坤小学校,丸亀市今津町３４８,一般局,7,37,丸亀市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県
37202070,青の山,丸亀市土器町東５－６９６,一般局,7,37,丸亀市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県
37203010,坂出市役所,坂出市久米町１－１８－２０,一般局,7,37,坂出市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,香川県
37203020,瀬居島,坂出市瀬居町西浦１６８８－４,一般局,7,37,坂出市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県
37203040,相模坊神社,坂出市大屋富町２６２７－１,一般局,7,37,坂出市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県
37203050,林田出張所,坂出市林田町６３６,一般局,7,37,坂出市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,香川県
37204010,善通寺市役所,善通寺市文京町２－１－１,一般局,7,37,善通寺市,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,香川県
37205010,観音寺市役所,観音寺市坂本町１－１－１,一般局,7,37,観音寺市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,香川県
37206010,東讃保健福祉事務所,さぬき市津田町津田930番地2,一般局,7,37,さぬき市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,香川県
37322010,小豆総合事務所,小豆郡土庄町渕崎甲２０７９－５,一般局,7,37,小豆郡土庄町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,香川県
37364010,直島町役場,香川郡直島町１１２２－１,一般局,7,37,香川郡直島町,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,香川県
37386010,宇多津町役場,綾歌郡宇多津町1881,一般局,7,37,綾歌郡宇多津町,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,香川県
38201020,富久町,松山市富久町２７３,一般局,7,38,松山市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県
38201030,和気,松山市太山寺町１１０６－１,一般局,7,38,松山市,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県
38201080,味生,松山市北斎院町７１２,一般局,7,38,松山市,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県
38201090,垣生小学校,松山市西垣生町７４７,一般局,7,38,松山市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県
38201510,本町消防,松山市本町６－６－１,自排局,7,38,松山市,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,×,愛媛県
38201530,朝生田,松山市朝生田町７丁目８３９,自排局,7,38,松山市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,松山市
38202100,今治旭,今治市旭町1-4-9,一般局,7,38,今治市,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県
38203010,宇和島,宇和島市天神町7-1,一般局,7,38,宇和島市,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県
38204010,八幡浜,八幡浜市北浜1-3-37,一般局,7,38,八幡浜市,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県
38205010,金子,新居浜市久保田町１－甲６０５,一般局,7,38,新居浜市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,愛媛県
38205060,中村,新居浜市本郷３－１－１,一般局,7,38,新居浜市,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県
38205080,高津,新居浜市宇高町２－１３－７,一般局,7,38,新居浜市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,愛媛県
38205090,泉川,新居浜市星原町７－８,一般局,7,38,新居浜市,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,愛媛県
38205100,多喜浜,新居浜市多喜浜１４２ー１５,一般局,7,38,新居浜市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県
38206050,西条,西条市大町４４５－２,一般局,7,38,西条市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県
38208030,川之江,四国中央市上分町８００,一般局,7,38,四国中央市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県
38209030,寒川,四国中央市寒川町１８６０－２,一般局,7,38,四国中央市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県
38209050,伊予三島,四国中央市三島宮川４－６－５３,一般局,7,38,四国中央市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県
38212040,東予,西条市壬生川１１６,一般局,7,38,西条市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県
38302020,土居,四国中央市土居町入野１７８－１,一般局,7,38,四国中央市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県
38323010,丹原,西条市丹原町今井４－イ,一般局,7,38,西条市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県
38380010,久万高原,上浮穴郡久万町菅生2番耕地280-38,一般局,7,38,上浮穴郡久万町,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県
38401010,松前,伊予郡松前町大字北黒田875,一般局,7,38,伊予郡松前町,×,×,×,×,×,×,×,×,×,×,◯,×,◯,◯,×,×,愛媛県
38421010,大屋,大洲市長浜町今坊乙1874-3,一般局,7,38,大洲市,◯,×,×,×,×,×,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県
39201350,介良,高知市介良丙１０００－２,一般局,7,39,高知市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知市
39201360,南新田町,高知市南新田町５－６６,一般局,7,39,高知市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,高知市
39201530,朝倉,高知市若草南町523-3,自排局,7,39,高知市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,高知市
39203010,安芸,安芸市西浜95-1,一般局,7,39,安芸市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県
39204070,稲生,南国市稲生衣笠３０７５－２,一般局,7,39,南国市,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,高知県
39206020,旧須崎高等学校,須崎市下分甲391-2,一般局,7,39,須崎市,◯,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県
39206080,押岡公園,須崎市押岡字山下,一般局,7,39,須崎市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,高知県
39210010,中村,四万十市具同5179,一般局,7,39,四万十市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県
39212010,土佐山田,香美市土佐山田町山田1128-1,一般局,7,39,香美市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県
39381030,伊野合同庁舎,吾川郡いの町１３８１,一般局,7,39,吾川郡いの町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県
